customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_rate,CLTV,ChurnReason,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,Age,Under30,Married,ReferredaFriend,NumberofReferrals,Offer,AvgMonthlyLongDistanceCharges,AvgMonthlyGBDownload,StreamingMusic,PremiumTechSupport,UnlimitedData,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnCategory
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,0,5041,,1,United States,California,Thousand Oaks,91362,"34.191842, -118.822796",34.191842,-118.822796,46,No,Yes,Yes,11,Offer A,0,17,No,Yes,Yes,0,0,0,3139.8,4,Stayed,0
0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,5500,,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.153733,-118.593408,38,No,Yes,Yes,1,None,0,29,No,Yes,Yes,0,0,0,3789.2,4,Stayed,0
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,5256,,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,51,No,Yes,Yes,8,Offer B,41.57,16,Yes,Yes,Yes,0,0,2702.05,8026.55,5,Stayed,0
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80,624.6,No,0,2165,,1,United States,California,Oak Park,91377,"34.19225, -118.776874",34.19225,-118.776874,24,Yes,No,No,0,None,39.92,73,No,No,Yes,0,0,319.36,943.96,4,Stayed,0
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0,4642,,1,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,55,No,Yes,Yes,3,None,32.13,0,No,No,No,0,0,2281.23,4118.13,3,Stayed,0
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,0,4160,,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,32,No,Yes,Yes,8,None,44.69,0,No,No,No,0,0,44.69,64.89,5,Joined,0
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0,4451,,1,United States,California,Sherman Oaks,91403,"34.147149, -118.463365",34.147149,-118.463365,53,No,No,No,0,Offer D,16.72,0,No,No,No,0,0,200.64,419.99,5,Stayed,0
6778-JFCMK,Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,0,4806,,1,United States,California,Van Nuys,91405,"34.202494, -118.448048",34.202494,-118.448048,28,Yes,No,No,0,Offer C,0,46,Yes,No,Yes,0,0,0,1288.75,3,Stayed,0
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,0,5643,,1,United States,California,Van Nuys,91406,"34.195685, -118.490752",34.195685,-118.490752,26,Yes,Yes,Yes,2,None,39.34,41,Yes,Yes,Yes,0,0,1219.54,3765.29,4,Stayed,0
4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,0,3233,,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",34.146957,-118.432138,62,No,No,No,0,None,31.97,2,Yes,Yes,Yes,0,0,959.1,3682.25,3,Stayed,0
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,0,5698,,1,United States,California,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056,22,Yes,Yes,Yes,6,Offer B,29.15,52,Yes,Yes,No,0,130,1370.05,5607.3,3,Stayed,0
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5760.65,No,0,6370,,1,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,49,No,No,No,0,Offer B,17.76,4,Yes,Yes,Yes,0,0,959.04,6719.69,3,Stayed,0
3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,0,6367,,1,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,64,No,No,No,0,Offer B,40.83,21,Yes,Yes,Yes,0,0,2041.5,6789,4,Stayed,0
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,0,5733,,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.174215,-118.345928,62,No,No,No,0,None,42.36,0,No,No,No,0,0,3049.92,4616.82,4,Stayed,0
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,No,0,5491,,1,United States,California,Burbank,91506,"34.169706, -118.323548",34.169706,-118.323548,47,No,No,No,0,None,4.53,0,No,No,No,0,0,131.37,833.37,4,Stayed,0
0621-JFHOL,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0,3180,,1,United States,California,North Hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786,41,No,No,No,0,Offer D,0,29,No,Yes,Yes,0,0,0,299.05,3,Stayed,0
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,0,4283,,1,United States,California,Studio City,91604,"34.139082, -118.39275",34.139082,-118.39275,42,No,Yes,Yes,5,Offer D,16.78,23,No,No,Yes,0,0,302.04,1607.99,4,Stayed,0
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,No,0,4272,,1,United States,California,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125,40,No,No,No,0,Offer D,40.17,0,No,No,No,0,0,642.72,927.07,5,Stayed,0
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,0,4530,,1,United States,California,Valley Village,91607,"34.165783, -118.399795",34.165783,-118.399795,37,No,No,No,0,None,8.29,13,Yes,Yes,Yes,0,0,596.88,6947.38,3,Stayed,0
6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,0,4551,,1,United States,California,Rancho Cucamonga,91701,"34.132275, -117.611478",34.132275,-117.611478,49,No,No,No,0,None,35.11,22,Yes,Yes,Yes,0,0,2527.92,10406.22,3,Stayed,0
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,0,5246,,1,United States,California,Azusa,91702,"34.174493, -117.87068",34.174493,-117.87068,38,No,Yes,Yes,10,Offer B,25.16,11,Yes,Yes,Yes,0,0,1031.56,4219.21,4,Stayed,0
9058-HRZSV,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,0,5348,,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,77,No,Yes,Yes,2,None,38.32,25,Yes,No,Yes,0,0,2490.8,8616.95,4,Stayed,0
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,0,5557,,1,United States,California,Chino Hills,91709,"33.942895, -117.725644",33.942895,-117.725644,68,No,No,No,0,None,10.51,20,No,No,Yes,0,0,136.63,867.93,4,Stayed,0
0221-WMXNQ,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0,4033,,1,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,66,No,No,No,0,Offer E,36.4,29,No,No,Yes,0,0,145.6,419,3,Stayed,0
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65,2531.8,No,0,5043,,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,35,No,No,No,0,Offer B,37.55,30,Yes,No,No,0,140,1539.55,4211.35,4,Stayed,0
0959-WHOKV,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,4298.45,No,0,2887,,1,United States,California,Covina,91724,"34.08111, -117.853935",34.08111,-117.853935,28,Yes,No,No,0,Offer B,6.42,48,Yes,No,Yes,0,0,269.64,4568.09,3,Stayed,0
4075-JFPGR,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,0,5561,,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,27,Yes,Yes,Yes,2,Offer B,21.07,46,No,No,Yes,0,0,1074.57,5694.12,3,Stayed,0
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,0,3945,,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753,56,No,No,No,0,None,37.48,15,Yes,Yes,Yes,0,0,1199.36,3832.66,5,Stayed,0
3675-YDUPJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,0,3768,,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,29,Yes,No,No,0,Offer D,1.98,0,No,No,No,0,0,19.8,212.85,4,Stayed,0
4111-BNXIF,Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,0,4478,,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,19,Yes,Yes,Yes,1,None,0,52,Yes,Yes,Yes,0,0,0,4103.9,4,Stayed,0
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,0,6090,,1,United States,California,Glendora,91740,"34.119363, -117.855059",34.119363,-117.855059,42,No,Yes,Yes,3,Offer B,20.01,12,Yes,Yes,Yes,0,0,1220.61,8228.76,3,Stayed,0
6655-LHBYW,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,0,5068,,1,United States,California,Glendora,91741,"34.14649, -117.849815",34.14649,-117.849815,46,No,No,No,0,Offer B,19.8,21,Yes,Yes,No,0,10,990,6791.1,3,Stayed,0
5046-NUHWD,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,1228.65,No,0,3094,,1,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,69,No,Yes,Yes,5,None,0,23,No,No,Yes,0,0,0,1228.65,3,Stayed,0
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,0,4429,,1,United States,California,La Verne,91750,"34.144703, -117.770299",34.144703,-117.770299,79,No,Yes,Yes,1,None,36.66,9,No,No,Yes,0,0,2089.62,7014.97,5,Stayed,0
7605-BDWDC,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,0,2539,,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",33.999992,-117.535395,35,No,No,No,0,None,0,10,Yes,Yes,Yes,0,0,0,1520.1,3,Stayed,0
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,0,4885,,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050322,-118.147037,57,No,Yes,Yes,1,Offer B,33.54,4,Yes,Yes,Yes,0,0,1509.3,6541.55,3,Stayed,0
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,0,5152,,1,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049172,-118.115022,62,No,Yes,Yes,1,Offer B,47.19,28,Yes,Yes,Yes,0,0,2878.59,8405.34,4,Stayed,0
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,No,0,4297,,1,United States,California,Mt Baldy,91759,"34.231318, -117.662032",34.231318,-117.662032,64,No,No,No,0,Offer B,47.16,0,No,No,No,0,0,2358,3553.25,4,Stayed,0
3197-ARFOY,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105,2007.25,No,0,3524,,1,United States,California,Ontario,91761,"34.035602, -117.591528",34.035602,-117.591528,67,No,No,No,0,None,7.95,12,No,Yes,No,0,20,151.05,2178.3,3,Stayed,0
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,No,0,5409,,1,United States,California,Montclair,91763,"34.072121, -117.698319",34.072121,-117.698319,30,No,Yes,Yes,1,None,8.21,0,No,No,No,0,0,582.91,2315.86,5,Stayed,0
7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,No,0,4012,,1,United States,California,Diamond Bar,91765,"33.992416, -117.807874",33.992416,-117.807874,50,No,Yes,Yes,1,Offer B,49.29,22,No,Yes,Yes,0,0,2809.53,6259.68,3,Stayed,0
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,0,5328,,1,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,68,No,Yes,Yes,3,None,27.56,3,No,Yes,Yes,0,0,551.2,2723.25,3,Stayed,0
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,0,4604,,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,79,No,Yes,Yes,5,None,42.95,30,No,No,Yes,0,0,901.95,2241.75,4,Stayed,0
8645-KWHJO,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,771.95,No,0,4900,,1,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927,-118.095645,47,No,No,No,0,Offer D,0,4,Yes,Yes,Yes,0,0,0,771.95,3,Stayed,0
4130-MZLCC,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,No,0,2739,,1,United States,California,Temple City,91780,"34.101608, -118.055848",34.101608,-118.055848,24,Yes,No,No,0,None,43.02,42,No,No,Yes,0,0,215.1,459.85,3,Stayed,0
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,No,0,5377,,1,United States,California,Upland,91784,"34.141146, -117.655583",34.141146,-117.655583,29,Yes,No,No,0,Offer E,6.98,30,No,No,No,0,0,41.88,364.78,4,Stayed,0
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,0,5765,,1,United States,California,Upland,91786,"34.105493, -117.660934",34.105493,-117.660934,44,No,No,No,0,Offer D,45.56,17,No,No,Yes,0,0,455.6,953.85,4,Stayed,0
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,No,0,4556,,1,United States,California,Walnut,91789,"34.018354, -117.85492",34.018354,-117.85492,21,Yes,No,No,0,Offer E,32.73,0,No,No,No,0,0,32.73,58.13,3,Joined,0
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,No,0,5310,,1,United States,California,West Covina,91790,"34.066964, -117.937007",34.066964,-117.937007,24,Yes,No,No,0,None,5.3,59,No,No,Yes,0,0,360.4,4048.15,3,Stayed,0
6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76,1783.6,No,0,2031,,1,United States,California,West Covina,91792,"34.024405, -117.898722",34.024405,-117.898722,64,No,No,No,0,Offer D,19.72,5,No,No,Yes,0,0,433.84,2217.44,4,Stayed,0
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,No,0,3460,,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,35,No,No,No,0,Offer D,4.15,18,No,No,Yes,0,0,83,1010.15,4,Stayed,0
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,No,0,2075,,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,24,Yes,No,No,0,None,38.38,82,No,No,Yes,0,0,1343.3,3364.5,3,Stayed,0
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,0,3200,,1,United States,California,Chula Vista,91910,"32.636792, -117.054989",32.636792,-117.054989,51,No,Yes,Yes,2,Offer D,16.63,22,No,Yes,No,0,90,382.49,2413.29,4,Stayed,0
4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,0,2578,,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,77,No,No,No,0,Offer E,8.06,19,No,No,Yes,0,0,48.36,616.16,3,Stayed,0
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No,0,5715,,1,United States,California,Chula Vista,91913,"32.64164, -116.985026",32.64164,-116.985026,43,No,No,No,0,None,18.71,0,No,No,No,0,0,224.52,444.87,3,Stayed,0
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,0,5384,,1,United States,California,Chula Vista,91914,"32.688506, -116.938632",32.688506,-116.938632,44,No,No,No,0,Offer E,40.46,0,No,No,No,0,0,40.46,60.71,3,Joined,0
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,0,5841,,1,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.97595,38,No,Yes,Yes,6,None,9.4,10,No,No,Yes,0,0,667.4,6103.85,5,Stayed,0
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,0,3318,,1,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,73,No,Yes,Yes,4,None,2.12,3,No,No,Yes,0,0,74.2,3511.7,5,Stayed,0
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,0,3718,,1,United States,California,Dulzura,91917,"32.622999, -116.687855",32.622999,-116.687855,32,No,Yes,Yes,5,Offer B,13.86,75,Yes,No,Yes,0,0,554.4,3570.15,5,Stayed,0
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,0,3314,,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,34,No,No,No,0,None,46.4,23,Yes,No,No,0,130,1067.2,2707,4,Stayed,0
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,0,3314,,1,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,55,No,No,No,0,None,31.92,4,Yes,Yes,Yes,0,0,127.68,484.33,3,Stayed,0
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109,No,0,4864,,1,United States,California,La Mesa,91941,"32.759327, -116.99726",32.759327,-116.99726,44,No,Yes,Yes,8,None,0,15,Yes,Yes,Yes,0,0,0,4109,4,Stayed,0
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,0,3571,,1,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,44,No,No,No,0,None,1.27,13,No,No,Yes,0,0,48.26,3189.96,5,Stayed,0
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,0,5320,,1,United States,California,Lemon Grove,91945,"32.733564, -117.033713",32.733564,-117.033713,42,No,Yes,Yes,1,Offer B,40.33,0,No,No,No,0,0,2097.16,3326.26,5,Stayed,0
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,0,5625,,1,United States,California,National City,91950,"32.67102, -117.095235",32.67102,-117.095235,60,No,Yes,Yes,7,None,32.46,7,Yes,Yes,Yes,0,0,941.34,2995.74,5,Stayed,0
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,0,4036,,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,71,No,Yes,Yes,9,None,28.3,27,No,No,Yes,0,0,1075.4,4817.25,5,Stayed,0
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,0,2257,,1,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,51,No,No,No,0,Offer B,2.53,6,Yes,No,No,0,40,121.44,3843.89,3,Stayed,0
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,0,4745,,1,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,34,No,No,No,0,Offer E,9.44,0,No,No,No,0,0,9.44,28.69,3,Joined,0
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,0,5479,,1,United States,California,Spring Valley,91978,"32.730264, -116.950963",32.730264,-116.950963,40,No,No,No,0,None,6,8,Yes,Yes,Yes,0,0,132,2018.25,3,Stayed,0
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,0,4115,,1,United States,California,Tecate,91980,"32.587557, -116.636816",32.587557,-116.636816,25,Yes,No,No,0,Offer B,24.85,26,Yes,Yes,Yes,10.76,0,1068.55,5952.89,4,Stayed,0
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,0,5437,,1,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895,67,No,Yes,No,0,Offer E,9.56,13,No,No,Yes,0,0,47.8,389.4,4,Stayed,0
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,0,5604,,1,United States,California,Cardiff By The Sea,92007,"33.015866, -117.272254",33.015866,-117.272254,23,Yes,Yes,Yes,6,None,26.73,41,Yes,Yes,Yes,20.28,0,1363.23,7029.35,3,Stayed,0
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,0,5308,,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,49,No,No,No,0,None,22.22,0,No,No,No,42.18,0,1577.62,2890.54,3,Stayed,0
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,0,3617,,1,United States,California,El Cajon,92019,"32.785165, -116.862648",32.785165,-116.862648,64,No,Yes,Yes,2,None,23.85,10,No,Yes,No,40.79,90,834.75,4120.31,4,Stayed,0
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,No,0,5471,,1,United States,California,El Cajon,92021,"32.832706, -116.873258",32.832706,-116.873258,63,No,Yes,Yes,3,None,0,16,Yes,Yes,Yes,25.67,0,0,4238.33,4,Stayed,0
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,0,2269,,1,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665,40,No,No,No,0,Offer E,27.46,26,No,No,Yes,0,0,27.46,72.26,4,Joined,0
