State Code,Claim Amount,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
IA,228.9618736,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,8,58,0,1,Personal L3,Hail,Branch,468.0,Four-Door Car,Small
MO,543.9804227000002,Basic,High School or Below,Employed,M,61546,Rural,Married,68,4,27,0,3,Corporate L2,Other,Call Center,29.209521,Two-Door Car,Large
MO,795.6150058999998,Basic,Master,Employed,F,44818,Rural,Divorced,67,25,41,1,2,Personal L3,Collision,Web,136.883999,Two-Door Car,Medsize
NE,445.8113369,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal L3,Collision,Agent,312.0,Four-Door Car,Medsize
IA,255.5051532,Basic,College,Unemployed,F,0,Suburban,Single,72,14,24,0,1,Personal L2,Hail,Agent,518.4,Four-Door Car,Large
MO,330.799904,Extended,Bachelor,Employed,M,79797,Rural,Divorced,84,27,46,0,1,Corporate L2,Other,Branch,31.755601,Two-Door Car,Medsize
KS,504.129961,Basic,Bachelor,Employed,F,36234,Rural,Married,63,0,44,0,5,Personal L3,Scratch/Dent,Web,113.534474,Four-Door Car,Small
IA,1335.01209,Premium,College,Employed,F,28919,Suburban,Single,173,5,88,0,3,Personal L2,Scratch/Dent,Agent,830.4,SUV,Medsize
NE,493.1221348,Basic,College,Unemployed,M,0,Suburban,Married,68,6,93,0,8,Personal L3,Collision,Agent,480.159011,Four-Door Car,Medsize
OK,777.6835189,Basic,Bachelor,Employed,M,63568,Suburban,Married,65,19,5,0,2,Corporate L3,Other,Agent,390.792553,Two-Door Car,Medsize
OK,255.3672212,Basic,College,Employed,F,73935,Rural,Married,64,13,29,1,1,Corporate L3,Other,Call Center,72.07119499999997,Four-Door Car,Medsize
NE,487.6469668,Basic,High School or Below,Unemployed,F,0,Suburban,Married,66,15,56,0,3,Corporate L2,Hail,Branch,316.8,Two-Door Car,Medsize
IA,903.4305834,Basic,Bachelor,Medical Leave,F,18846,Suburban,Married,115,16,84,0,3,Personal L2,Collision,Agent,552.0,SUV,Small
NE,810.5910755,Basic,High School or Below,Employed,F,38893,Rural,Single,103,19,40,0,9,Personal L1,Hail,Agent,41.965252,SUV,Small
IA,561.9689084,Premium,High School or Below,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Special L1,Hail,Web,1027.0000289999996,SUV,Medsize
MO,1572.713063,Premium,Bachelor,Employed,M,84824,Rural,Married,196,7,4,0,9,Corporate L1,Hail,Branch,319.8207470000001,SUV,Small
MO,661.8016422999998,Extended,High School or Below,Medical Leave,F,20068,Urban,Married,86,8,28,0,3,Corporate L2,Collision,Web,411.011162,Four-Door Car,Medsize
IA,467.00479789999986,Extended,Doctor,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Corporate L3,Collision,Branch,600.0,SUV,Medsize
NE,1016.936981,Extended,High School or Below,Unemployed,F,0,Suburban,Married,135,32,61,0,8,Personal L3,Collision,Agent,648.0,Sports Car,Medsize
MO,832.3073985000002,Basic,Bachelor,Employed,M,97245,Rural,Divorced,70,29,29,0,2,Personal L3,Hail,Web,4.110585,Four-Door Car,Medsize
MO,241.7759961,Basic,College,Employed,F,51808,Suburban,Married,61,3,12,1,1,Personal L2,Collision,Agent,351.149904,Four-Door Car,Small
MO,804.4872392999998,Basic,Bachelor,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal L3,Hail,Agent,284.000172,Four-Door Car,Medsize
IA,532.5724541000002,Basic,High School or Below,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal L3,Hail,Call Center,496.474767,Two-Door Car,Medsize
NE,694.7524013,Basic,Bachelor,Unemployed,M,0,Suburban,Single,100,5,54,0,7,Personal L1,Hail,Call Center,925.137143,SUV,Medsize
IA,584.7415237,Extended,College,Medical Leave,F,23496,Rural,Married,77,17,88,0,8,Special L1,Scratch/Dent,Web,13.164097,Four-Door Car,Medsize
KS,258.4203924,Basic,High School or Below,Employed,F,22562,Suburban,Married,65,4,81,0,1,Personal L3,Collision,Branch,312.0,Two-Door Car,Medsize
OK,472.4786102,Basic,College,Employed,F,23986,Urban,Married,119,31,3,0,1,Corporate L3,Hail,Call Center,463.33506100000005,SUV,Small
NE,279.02279930000003,Basic,Master,Medical Leave,F,22974,Urban,Married,71,0,8,0,1,Personal L3,Other,Call Center,180.667969,Four-Door Car,Large
IA,2153.133284,Premium,High School or Below,Unemployed,F,0,Suburban,Single,101,21,35,0,2,Personal L3,Collision,Branch,484.8,Four-Door Car,Medsize
NE,1262.283268,Basic,Bachelor,Employed,M,61844,Suburban,Divorced,106,19,74,0,2,Personal L2,Collision,Call Center,508.8,Sports Car,Small
NE,2017.196154,Basic,Doctor,Employed,M,24804,Suburban,Married,73,19,98,0,2,Personal L2,Scratch/Dent,Call Center,350.4,Two-Door Car,Small
MO,1646.436587,Basic,Bachelor,Employed,F,27760,Urban,Married,104,13,71,0,2,Personal L2,Collision,Web,302.7642830000001,SUV,Small
IA,559.5389905000002,Basic,High School or Below,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal L2,Hail,Call Center,340.8,Four-Door Car,Medsize
IA,417.0687348,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal L2,Hail,Branch,513.6,SUV,Large
NE,266.5447079,Basic,College,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate L1,Collision,Call Center,141.92283899999995,Two-Door Car,Medsize
IA,709.8914139999998,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Personal L1,Collision,Agent,349.783046,Two-Door Car,Medsize
MO,397.1345097,Basic,Doctor,Employed,M,23599,Suburban,Single,103,20,46,0,1,Corporate L3,Hail,Agent,494.4,SUV,Medsize
IA,552.8212807,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal L3,Collision,Agent,345.6,Four-Door Car,Medsize
MO,833.8995787,Premium,High School or Below,Employed,F,70534,Rural,Divorced,104,31,71,0,3,Personal L2,Scratch/Dent,Branch,54.065538,Four-Door Car,Medsize
IA,3844.585587,Extended,College,Employed,M,27398,Suburban,Married,125,4,71,1,2,Personal L1,Other,Call Center,600.0,SUV,Medsize
OK,544.8555219,Basic,Bachelor,Employed,M,85296,Suburban,Married,68,15,47,0,6,Personal L3,Scratch/Dent,Web,342.515136,Four-Door Car,Medsize
NE,1080.806597,Extended,High School or Below,Employed,M,31063,Suburban,Married,92,20,19,0,2,Personal L2,Hail,Agent,441.6,Four-Door Car,Small
MO,618.5096530000002,Extended,Bachelor,Unemployed,M,0,Suburban,Single,92,8,28,0,3,Personal L3,Collision,Branch,1027.177255,Two-Door Car,Small
OK,320.8225911,Extended,High School or Below,Employed,M,52367,Urban,Married,81,25,64,0,1,Personal L1,Hail,Call Center,275.989978,Four-Door Car,Medsize
NE,548.0104065,Basic,College,Employed,M,58651,Suburban,Single,71,6,95,0,3,Personal L2,Other,Call Center,472.599683,Four-Door Car,Medsize
OK,2298.615393,Premium,College,Employed,F,84831,Suburban,Single,192,13,37,0,2,Special L1,Collision,Branch,1336.931716,Sports Car,Medsize
IA,1310.792594,Basic,Bachelor,Employed,M,49088,Suburban,Divorced,114,17,87,1,2,Corporate L2,Scratch/Dent,Branch,547.2,SUV,Small
MO,746.2926262999998,Extended,College,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate L2,Hail,Call Center,7.345946,Two-Door Car,Small
IA,1146.399097,Premium,Doctor,Employed,F,45354,Rural,Married,285,5,51,0,1,Personal L3,Other,Agent,540.141566,Luxury SUV,Medsize
NE,723.6132482999999,Basic,High School or Below,Unemployed,M,0,Suburban,Married,63,11,73,0,2,Personal L1,Scratch/Dent,Call Center,383.363758,Four-Door Car,Large
MO,623.2687923,Extended,Bachelor,Disabled,F,28334,Suburban,Single,83,3,44,0,7,Special L3,Collision,Agent,537.765151,Four-Door Car,Medsize
IA,2839.332994000001,Extended,Bachelor,Employed,F,38772,Urban,Married,90,8,87,0,2,Personal L1,Collision,Branch,321.8734740000001,Four-Door Car,Medsize
IA,374.6751625,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal L1,Hail,Call Center,19.575683,Two-Door Car,Large
MO,2156.933731,Basic,Bachelor,Retired,M,23909,Suburban,Single,119,21,86,0,2,Personal L1,Collision,Agent,571.2,SUV,Medsize
MO,501.2083744,Basic,College,Employed,M,48328,Rural,Married,63,22,12,0,7,Personal L3,Hail,Branch,108.138715,Two-Door Car,Small
MO,337.1858433000001,Extended,High School or Below,Employed,M,86689,Suburban,Single,85,3,72,0,1,Corporate L3,Hail,Agent,408.0,Two-Door Car,Small
MO,386.4776795,Extended,Bachelor,Employed,M,24204,Suburban,Married,99,25,41,1,1,Personal L3,Hail,Branch,707.303416,Four-Door Car,Medsize
IA,414.5711862,Premium,College,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Corporate L2,Collision,Branch,1067.333126,Two-Door Car,Small
MO,515.6072651000002,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,5,72,0,7,Personal L2,Collision,Branch,807.947292,Four-Door Car,Small
MO,366.737497,Extended,College,Employed,M,62375,Suburban,Married,92,34,34,0,1,Personal L2,Scratch/Dent,Web,618.630955,Two-Door Car,Medsize
MO,783.5683512999999,Basic,High School or Below,Unemployed,F,0,Suburban,Married,71,7,24,0,2,Corporate L3,Other,Web,404.272806,Four-Door Car,Small
NE,1456.726841,Premium,Bachelor,Unemployed,M,0,Suburban,Single,148,8,18,0,2,Personal L2,Collision,Agent,710.4,SUV,Medsize
IA,1017.133903,Basic,Bachelor,Employed,M,70200,Suburban,Divorced,65,25,10,0,2,Corporate L3,Hail,Agent,312.0,Four-Door Car,Medsize
OK,413.5775206,Premium,Bachelor,Unemployed,F,0,Suburban,Married,112,16,62,0,1,Special L2,Scratch/Dent,Agent,707.977614,Four-Door Car,Large
IA,551.1491102000001,Basic,College,Employed,F,79027,Suburban,Single,70,13,37,0,5,Corporate L1,Collision,Agent,336.0,Four-Door Car,Medsize
KS,242.9280527,Basic,High School or Below,Medical Leave,F,26736,Suburban,Married,63,6,64,0,1,Personal L1,Collision,Agent,367.92773,Four-Door Car,Medsize
MO,541.461734,Basic,High School or Below,Employed,F,26893,Rural,Married,68,1,31,0,5,Personal L3,Other,Agent,68.226001,Four-Door Car,Medsize
IA,742.1593541,Extended,High School or Below,Employed,F,47406,Urban,Married,94,2,96,1,6,Personal L3,Collision,Agent,287.149807,Four-Door Car,Medsize
MO,445.8113369,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal L3,Collision,Agent,312.0,Four-Door Car,Medsize
IA,1447.612489,Extended,College,Disabled,F,27572,Suburban,Married,124,11,57,0,2,Corporate L3,Scratch/Dent,Branch,595.2,SUV,Medsize
IA,493.6888359,Basic,College,Unemployed,F,0,Suburban,Single,72,7,34,2,7,Personal L3,Hail,Agent,391.636628,Two-Door Car,Medsize
IA,452.5276524,Basic,Bachelor,Employed,F,32802,Suburban,Married,114,31,8,0,1,Personal L1,Hail,Call Center,547.2,SUV,Medsize
KS,670.1770088,Extended,College,Medical Leave,M,18400,Suburban,Married,89,26,52,0,8,Corporate L3,Hail,Agent,640.8,Two-Door Car,Small
MO,1413.43474,Basic,Bachelor,Employed,F,90844,Rural,Divorced,118,10,98,0,2,Personal L3,Collision,Agent,232.674417,SUV,Medsize
OK,2472.318311,Basic,High School or Below,Employed,F,44685,Suburban,Married,69,1,41,0,2,Personal L2,Hail,Agent,331.2,Four-Door Car,Medsize
MO,283.8067784,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,80,30,8,0,1,Personal L1,Collision,Web,336.50961,Four-Door Car,Medsize
MO,384.8483648,Extended,High School or Below,Employed,F,42589,Suburban,Divorced,98,8,73,0,1,Corporate L1,Collision,Agent,470.4,Four-Door Car,Medsize
IA,1950.44739,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,17,55,0,2,Personal L1,Scratch/Dent,Agent,345.6,Four-Door Car,Medsize
KS,2690.027013,Basic,Bachelor,Employed,F,63009,Urban,Married,112,17,49,0,2,Personal L3,Scratch/Dent,Call Center,485.2868150000001,Sports Car,Small
NE,436.13729410000013,Premium,High School or Below,Employed,F,79583,Suburban,Married,109,12,76,2,1,Personal L3,Collision,Agent,523.2,Four-Door Car,Medsize
NE,252.9077508,Basic,High School or Below,Employed,F,89129,Suburban,Single,64,24,93,0,1,Personal L3,Hail,Branch,328.8708680000001,Four-Door Car,Medsize
NE,250.4444752,Basic,College,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal L2,Hail,Branch,496.8,Four-Door Car,Medsize
IA,864.9700578,Basic,Bachelor,Employed,F,94389,Rural,Married,107,16,76,0,8,Corporate L3,Hail,Call Center,85.06370799999998,SUV,Medsize
IA,1366.8355279999996,Premium,College,Unemployed,F,0,Suburban,Single,197,5,50,0,9,Personal L3,Collision,Call Center,1418.4,SUV,Medsize
IA,2063.50846,Basic,High School or Below,Employed,F,84106,Suburban,Single,64,0,86,0,2,Personal L3,Collision,Branch,334.408717,Two-Door Car,Medsize
NE,251.7533581,Basic,College,Unemployed,F,0,Rural,Married,69,2,71,0,1,Personal L3,Hail,Call Center,42.096415,Four-Door Car,Medsize
MO,532.6677654,Basic,High School or Below,Employed,F,76717,Urban,Married,66,26,10,0,6,Personal L3,Other,Call Center,300.528579,Two-Door Car,Large
NE,260.0272131,Basic,High School or Below,Employed,M,51978,Rural,Married,66,18,81,0,1,Corporate L3,Hail,Agent,144.782152,Four-Door Car,Medsize
IA,853.4792754000001,Basic,Bachelor,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal L2,Collision,Web,64.59821600000001,SUV,Small
IA,882.8834957,Basic,High School or Below,Employed,M,86721,Suburban,Divorced,111,33,10,0,3,Corporate L2,Other,Call Center,532.8,SUV,Large
OK,224.8449633,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal L1,Collision,Branch,347.857619,Four-Door Car,Medsize
KS,886.1149536,Basic,College,Employed,F,90125,Rural,Married,110,1,72,0,3,Corporate L3,Scratch/Dent,Branch,128.645946,SUV,Medsize
IA,455.6592993,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,24,40,2,9,Personal L2,Collision,Agent,525.6,Four-Door Car,Medsize
IA,253.0705137,Basic,Bachelor,Employed,F,89451,Rural,Single,63,11,2,0,1,Corporate L3,Hail,Web,61.769564,Four-Door Car,Medsize
MO,525.1983996,Basic,College,Employed,M,59537,Suburban,Married,66,23,5,0,7,Personal L1,Collision,Branch,316.8,Two-Door Car,Medsize
IA,674.3119264999998,Basic,High School or Below,Unemployed,M,0,Suburban,Single,199,6,37,0,1,Personal L1,Other,Call Center,955.2,Luxury SUV,Medsize
IA,1401.472129,Basic,College,Employed,M,54193,Suburban,Married,117,2,83,0,2,Corporate L2,Collision,Call Center,720.7529450000002,SUV,Medsize
IA,943.8915619,Premium,College,Employed,M,86946,Urban,Married,118,13,14,0,7,Personal L1,Hail,Agent,340.656963,Four-Door Car,Medsize
MO,1050.6771720000004,Extended,Bachelor,Unemployed,F,0,Suburban,Married,92,15,36,0,2,Personal L3,Collision,Branch,546.524896,Four-Door Car,Medsize
NE,421.3918619,Premium,High School or Below,Disabled,F,12160,Urban,Married,109,5,34,0,1,Personal L1,Hail,Agent,489.411833,Four-Door Car,Medsize
MO,477.3686425,Basic,College,Employed,M,33701,Urban,Single,63,16,67,0,5,Personal L2,Scratch/Dent,Agent,171.32585600000004,Four-Door Car,Small
KS,454.7892543,Premium,Bachelor,Employed,M,33531,Suburban,Married,116,11,15,0,1,Personal L3,Other,Agent,801.577478,Two-Door Car,Medsize
MO,284.2266905,Basic,Bachelor,Employed,M,69417,Rural,Divorced,73,30,78,1,1,Personal L1,Collision,Branch,30.874869,Four-Door Car,Small
IA,305.9550321000001,Extended,Master,Employed,M,38644,Urban,Married,78,28,0,1,1,Personal L3,Scratch/Dent,Web,361.455219,Four-Door Car,Medsize
MO,2031.49976,Basic,High School or Below,Employed,F,63209,Rural,Married,102,20,28,2,2,Personal L3,Collision,Agent,207.320041,SUV,Small
NE,323.9124699,Extended,Bachelor,Disabled,F,16061,Suburban,Single,88,26,23,0,1,Personal L2,Scratch/Dent,Web,633.6,Four-Door Car,Medsize
MO,462.6801093,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Special L1,Hail,Branch,547.2,SUV,Medsize
MO,899.7040243999999,Premium,College,Employed,F,54230,Suburban,Married,112,10,21,0,9,Personal L2,Hail,Agent,537.6,Two-Door Car,Medsize
IA,2580.7063,Extended,College,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal L2,Collision,Branch,1027.2,Luxury Car,Small
NE,380.8122147,Extended,College,Employed,F,94903,Suburban,Married,94,3,38,0,1,Corporate L2,Hail,Agent,451.2,Two-Door Car,Small
NE,761.4137981,Extended,Bachelor,Employed,M,27293,Suburban,Married,96,20,55,0,6,Personal L3,Hail,Web,469.030907,Two-Door Car,Medsize
MO,689.8455315,Premium,Master,Employed,F,70950,Urban,Married,171,6,12,0,1,Personal L3,Other,Call Center,565.929394,Sports Car,Medsize
IA,229.8379166,Basic,College,Unemployed,M,0,Suburban,Married,63,19,9,0,1,Corporate L1,Hail,Branch,302.4,Four-Door Car,Small
IA,280.66961380000004,Basic,Doctor,Employed,F,37009,Rural,Single,71,1,45,0,1,Corporate L2,Collision,Branch,145.673348,Two-Door Car,Medsize
OK,520.6118179,Basic,College,Employed,M,52629,Rural,Married,65,30,22,0,6,Personal L3,Collision,Branch,136.68414099999998,Four-Door Car,Medsize
MO,4570.865342,Basic,Bachelor,Employed,F,31264,Urban,Divorced,198,9,54,1,2,Personal L2,Hail,Branch,825.657746,Luxury SUV,Medsize
IA,800.7349107999999,Basic,College,Employed,F,65473,Urban,Married,67,4,14,0,2,Personal L1,Hail,Call Center,277.685667,Four-Door Car,Medsize
KS,232.188367,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,13,7,0,1,Personal L3,Hail,Agent,468.0,Four-Door Car,Medsize
IA,246.3236825,Basic,High School or Below,Employed,M,99144,Suburban,Married,61,29,51,0,1,Corporate L2,Hail,Call Center,292.8,Four-Door Car,Medsize
MO,549.8940679,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Corporate L2,Collision,Branch,350.4,Four-Door Car,Medsize
NE,524.3828046,Basic,Bachelor,Employed,F,36615,Urban,Married,65,14,7,0,5,Special L2,Hail,Call Center,264.56377200000003,Four-Door Car,Medsize
KS,2163.983862,Basic,High School or Below,Employed,M,64455,Rural,Married,108,5,43,0,2,Personal L3,Hail,Agent,133.73539499999998,SUV,Medsize
NE,488.6544296,Basic,High School or Below,Employed,F,76374,Suburban,Divorced,61,21,28,0,7,Personal L3,Hail,Call Center,292.8,Four-Door Car,Small
KS,416.9356909,Premium,Bachelor,Employed,F,35457,Suburban,Single,105,0,93,0,1,Personal L3,Collision,Branch,641.2305809999998,Four-Door Car,Small
OK,547.9555081,Basic,Master,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal L3,Collision,Branch,326.4,Four-Door Car,Small
KS,617.7109254,Extended,Bachelor,Employed,M,61040,Rural,Married,79,12,24,1,4,Personal L3,Other,Agent,20.382876,Two-Door Car,Medsize
IA,828.7679304999998,Basic,Bachelor,Employed,F,81367,Urban,Married,103,2,32,0,4,Special L2,Scratch/Dent,Branch,415.768941,SUV,Medsize
MO,988.6656416,Extended,Bachelor,Employed,F,44817,Suburban,Married,83,23,89,0,2,Personal L2,Collision,Agent,527.421579,Four-Door Car,Small
IA,271.2915597,Basic,High School or Below,Employed,F,58508,Rural,Single,69,32,11,0,1,Personal L3,Hail,Web,57.614392,Two-Door Car,Medsize
IA,1047.7676310000004,Extended,Bachelor,Employed,M,45259,Rural,Single,138,1,27,0,4,Personal L1,Scratch/Dent,Agent,272.217171,SUV,Medsize
MO,343.6134281,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal L3,Hail,Branch,91.834668,Four-Door Car,Medsize
IA,259.61852000000005,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,3,65,0,1,Personal L3,Collision,Agent,345.6,Two-Door Car,Medsize
MO,1273.195161,Basic,Doctor,Employed,M,40870,Suburban,Married,105,3,56,0,2,Personal L1,Collision,Agent,504.0,SUV,Large
OK,349.4147878,Extended,High School or Below,Employed,M,35001,Suburban,Single,96,18,87,3,1,Personal L2,Collision,Web,460.8,Four-Door Car,Small
NE,759.7910661000002,Basic,College,Employed,F,49937,Urban,Married,64,1,45,0,2,Personal L2,Scratch/Dent,Web,302.586407,Two-Door Car,Medsize
IA,401.5214476,Premium,Bachelor,Unemployed,F,0,Suburban,Married,109,35,75,0,1,Personal L2,Collision,Branch,523.2,Four-Door Car,Small
MO,2047.710841,Basic,College,Employed,F,58317,Suburban,Married,73,0,56,0,2,Personal L2,Other,Call Center,350.4,Four-Door Car,Medsize
MO,816.0689782000002,Basic,High School or Below,Unemployed,F,0,Suburban,Married,109,15,61,0,7,Personal L1,Collision,Web,523.2,SUV,Medsize
OK,1229.8686300000004,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate L3,Collision,Call Center,542.4,SUV,Medsize
MO,871.4922134999998,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Corporate L3,Collision,Agent,566.4,SUV,Medsize
NE,485.3534204,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,24,53,0,3,Personal L3,Collision,Web,468.0,Four-Door Car,Medsize
IA,488.094644,Basic,High School or Below,Employed,M,24398,Suburban,Married,63,14,79,1,3,Personal L2,Hail,Agent,302.4,Four-Door Car,Large
IA,231.1382109,Basic,College,Medical Leave,M,24641,Suburban,Married,61,16,57,0,1,Corporate L2,Collision,Branch,294.92773,Four-Door Car,Medsize
NE,432.7098922,Basic,High School or Below,Employed,M,69040,Suburban,Married,108,4,88,0,1,Corporate L3,Collision,Call Center,518.4,Sports Car,Small
IA,1229.8686300000004,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal L2,Collision,Call Center,542.4,SUV,Medsize
MO,832.3533338,Basic,High School or Below,Employed,F,59886,Rural,Married,104,30,1,0,4,Personal L2,Collision,Agent,71.729298,Sports Car,Medsize
IA,1017.971704,Premium,Bachelor,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal L3,Collision,Agent,1300.8,Luxury SUV,Medsize
MO,776.1267839,Extended,College,Employed,F,43137,Suburban,Married,96,8,41,0,8,Personal L3,Hail,Call Center,460.8,Two-Door Car,Large
IA,523.9890912999998,Basic,College,Employed,M,27978,Suburban,Single,69,3,21,1,7,Personal L3,Collision,Branch,447.911255,Four-Door Car,Medsize
MO,451.7908834,Basic,Bachelor,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal L3,Other,Branch,566.4,SUV,Medsize
OK,238.9774148,Basic,College,Employed,M,58652,Suburban,Married,64,14,75,5,1,Personal L2,Hail,Agent,307.2,Four-Door Car,Small
OK,413.0628776,Basic,College,Retired,F,28321,Suburban,Single,111,34,32,0,1,Corporate L3,Scratch/Dent,Branch,537.391704,SUV,Medsize
KS,2140.435885000001,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,35,79,0,2,Personal L3,Collision,Branch,496.8,Four-Door Car,Medsize
IA,522.7766419,Basic,College,Unemployed,M,0,Suburban,Single,72,20,12,0,6,Corporate L3,Collision,Agent,518.4,Four-Door Car,Medsize
MO,618.7345744,Extended,Bachelor,Unemployed,F,0,Suburban,Single,88,17,25,0,6,Personal L3,Collision,Call Center,633.6,Four-Door Car,Medsize
NE,511.3874718,Extended,College,Employed,M,94415,Urban,Married,127,6,53,1,1,Personal L1,Collision,Branch,492.770321,Sports Car,Medsize
IA,1103.931617,Basic,High School or Below,Unemployed,M,0,Suburban,Married,103,4,67,0,2,Special L3,Hail,Call Center,1149.203884,SUV,Medsize
NE,3222.708389,Basic,Bachelor,Employed,F,45331,Suburban,Married,100,0,8,0,2,Personal L1,Hail,Agent,572.635987,SUV,Medsize
NE,261.1965869,Basic,High School or Below,Employed,M,53904,Suburban,Married,67,1,17,2,1,Personal L2,Scratch/Dent,Agent,321.6,Four-Door Car,Medsize
MO,1337.232772,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,18,58,0,2,Personal L3,Collision,Agent,811.086484,Four-Door Car,Medsize
NE,483.8981869,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,70,11,36,2,7,Special L2,Hail,Agent,336.0,Four-Door Car,Large
IA,472.1659016,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Personal L3,Other,Branch,482.4,Four-Door Car,Medsize
IA,387.3647046,Basic,College,Retired,M,28142,Suburban,Married,105,18,50,0,1,Corporate L2,Hail,Agent,701.7082389999998,Sports Car,Medsize
KS,677.0306833999998,Extended,High School or Below,Employed,M,74422,Rural,Divorced,85,4,3,1,3,Personal L1,Collision,Call Center,95.338505,Four-Door Car,Medsize
IA,1697.979757,Basic,Bachelor,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal L3,Hail,Call Center,525.6,Two-Door Car,Small
IA,1368.1711779999996,Basic,College,Employed,F,55588,Suburban,Married,114,15,40,0,2,Personal L2,Collision,Branch,547.2,SUV,Medsize
NE,571.7221919,Basic,Master,Employed,F,52391,Suburban,Married,71,9,32,0,3,Personal L2,Hail,Web,409.763267,Two-Door Car,Medsize
IA,948.6596417000003,Extended,Bachelor,Employed,F,42240,Rural,Married,79,25,10,0,2,Personal L3,Scratch/Dent,Agent,46.386546,Four-Door Car,Medsize
IA,383.9143697,Extended,Bachelor,Employed,F,70146,Rural,Married,96,28,65,0,1,Personal L1,Hail,Branch,157.440069,Four-Door Car,Medsize
IA,1121.159027,Extended,College,Employed,F,41121,Suburban,Divorced,94,20,56,0,2,Personal L2,Collision,Call Center,451.2,Four-Door Car,Medsize
IA,2580.7063,Extended,College,Employed,F,71210,Suburban,Married,214,8,89,1,2,Corporate L2,Collision,Branch,1027.2,Luxury Car,Small
IA,379.832165,Premium,Bachelor,Unemployed,M,0,Suburban,Married,107,34,70,1,1,Corporate L3,Collision,Web,1261.943541,Two-Door Car,Medsize
OK,281.6567395,Basic,High School or Below,Employed,F,41228,Suburban,Single,71,19,13,0,1,Personal L3,Collision,Branch,340.8,Four-Door Car,Small
KS,694.8325858,Extended,College,Employed,M,40598,Urban,Single,91,35,98,0,5,Personal L3,Collision,Agent,302.791402,Four-Door Car,Medsize
IA,344.4967503000001,Extended,College,Unemployed,F,0,Suburban,Married,91,28,59,0,1,Special L2,Hail,Branch,596.050118,Four-Door Car,Medsize
MO,285.940857,Basic,Bachelor,Employed,F,51790,Suburban,Married,71,12,43,0,1,Personal L3,Hail,Agent,340.8,Four-Door Car,Large
MO,269.2057629,Basic,High School or Below,Employed,M,92593,Rural,Single,68,4,53,0,1,Corporate L3,Collision,Agent,8.44322,Four-Door Car,Medsize
MO,1143.173089,Basic,High School or Below,Disabled,M,28657,Suburban,Married,100,4,55,0,2,Personal L3,Collision,Branch,588.742251,SUV,Small
IA,763.5883324,Extended,High School or Below,Employed,M,30262,Suburban,Married,98,0,96,1,9,Personal L3,Hail,Agent,499.22561,Four-Door Car,Large
IA,980.5829614,Extended,Master,Employed,F,47197,Rural,Married,81,19,91,0,2,Corporate L2,Hail,Agent,76.11261800000003,Four-Door Car,Medsize
